100269,One-way functions are necessary and sufficient for secure signatures,1081394,Necessary and sufficient conditions for broadcast consensus protocols,0.203892382454
100269,One-way functions are necessary and sufficient for secure signatures,705517,Necessary and Sufficient Conditions For Collision-Free Hashing,0.198294400039
100269,One-way functions are necessary and sufficient for secure signatures,74682,Using one-way functions for authentication,0.19606873443
100269,One-way functions are necessary and sufficient for secure signatures,22185,One-way functions and pseudorandom generators,0.184013771781
100269,One-way functions are necessary and sufficient for secure signatures,73009,Pseudo-random generation from one-way functions,0.167245794298
100270,Pseudo-random generators under uniform assumptions,1382799,"Trapdoor pseudo-random number generators, with applications to protocol design",0.188062238673
100270,Pseudo-random generators under uniform assumptions,1756155,Distributed Pseudo-random functions and KDCs,0.173623348336
100270,Pseudo-random generators under uniform assumptions,73009,Pseudo-random generation from one-way functions,0.172437597739
100270,Pseudo-random generators under uniform assumptions,704573,Efficient Parallel Pseudo-Random Number Generation,0.158529951443
100270,Pseudo-random generators under uniform assumptions,1398573,Efficient And Secure Pseudo-Random Number Generation,0.157338880925
100272,Witness indistinguishable and witness hiding protocols,237998,Witness-based cryptographic program checking and robust function sharing,0.123797130209
100272,Witness indistinguishable and witness hiding protocols,28417,On hiding information from an oracle,0.107853461162
100272,Witness indistinguishable and witness hiding protocols,694190,Hiding Instances in Multioracle Queries,0.082737088738
100272,Witness indistinguishable and witness hiding protocols,802214,Cryptographic protocols,0.0623821244873
100272,Witness indistinguishable and witness hiding protocols,910814,Cryptographic protocols,0.0623821244873
100273,Public-key cryptosystems provably secure against chosen ciphertext attacks,759582,Towards Practical Public Key Systems Secure Against Chosen Ciphertext Attacks,0.512324709636
100273,Public-key cryptosystems provably secure against chosen ciphertext attacks,746434,Distributed Public Key Cryptosystems,0.351074549344
100273,Public-key cryptosystems provably secure against chosen ciphertext attacks,705519,Fair Public-Key Cryptosystems,0.336161314396
100273,Public-key cryptosystems provably secure against chosen ciphertext attacks,706340,A Practical Public Key Cryptosystem Provably Secure Against Adaptive Chosen Ciphertext Attack,0.292937951894
100273,Public-key cryptosystems provably secure against chosen ciphertext attacks,188194,Another method for attaining security against adaptively chosen ciphertext attacks,0.289267239201
100287,The round complexity of secure protocols,145712,The round complexity of secure protocols,1.0
100287,The round complexity of secure protocols,62214,Multiparty unconditionally secure protocols,0.219463407152
100287,The round complexity of secure protocols,802192,Communication complexity,0.136023942675
100287,The round complexity of secure protocols,535805,The  Complexity of Computing,0.128436129158
100287,The round complexity of secure protocols,807712,A complexity measure,0.117263921048
100289,Efficient computation on oblivious RAMs,28416,Towards a theory of software protection and simulation by oblivious RAMs,0.273502799121
100289,Efficient computation on oblivious RAMs,301312,Oblivious transfer and polynomial evaluation,0.102108822012
100289,Efficient computation on oblivious RAMs,62215,Founding crytpography on oblivious transfer,0.0957226612253
100289,Efficient computation on oblivious RAMs,258638,Oblivious data structures: applications to cryptography,0.0932476550675
100289,Efficient computation on oblivious RAMs,705372,Secure Computation (Abstract),0.0789512400661
100511,The C programming language,6645,The C++ programming language,1.0
100511,The C programming language,7519,The C programming language,1.0
100511,The C programming language,1098666,A programming language,1.0
100511,The C programming language,174157,The design of the E programming language,0.588133729324
100511,The C programming language,297847,WebL - a programming language for the Web,0.428182862493
1006707,Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance,279367,An analysis of database workload performance on simultaneous multithreaded processors,0.143469949335
1006707,Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance,828414,Alleviating Priority Inversion and Non-Determinism in Real-Time CORBA ORB Core Architectures,0.0895953615629
1006707,Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance,525572,Multithreaded Processor Design,0.0677070907755
1006707,Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance,620806,A Single-Chip Multiprocessor,0.0616188825655
1006707,Single-ISA Heterogeneous Multi-Core Architectures for Multithreaded Workload Performance,304092,Performance limitations of the Java core libraries,0.0614859162352
1006716,X-RAY: A Non-Invasive Exclusive Caching Mechanism for RAIDs,151651,Lazy caching,0.0750505118007
1006716,X-RAY: A Non-Invasive Exclusive Caching Mechanism for RAIDs,713858,My Cache or Yours? Making Storage More Exclusive,0.0728884175357
1006716,X-RAY: A Non-Invasive Exclusive Caching Mechanism for RAIDs,322406,Locking Protocols: From Exclusive to Shared Locks,0.0623209171965
1006716,X-RAY: A Non-Invasive Exclusive Caching Mechanism for RAIDs,276347,"Replication, consistency, and practicality: are these mutually exclusive?",0.0603976757479
1006716,X-RAY: A Non-Invasive Exclusive Caching Mechanism for RAIDs,784803,A Secure Directory Service based on Exclusive Encryption,0.0557714177442
1007524,Where the bugs are,581377,Tracking down software bugs using automatic anomaly detection,0.230280580036
1007524,Where the bugs are,502041,Bugs as deviant behavior: a general approach to inferring errors in systems code,0.197078512378
1007524,Where the bugs are,1973448,"Life, death, and the critical transition: finding liveness bugs in systems code",0.192463059031
1007524,Where the bugs are,1095833,Rx: treating bugs as allergies---a safe method to survive software failures,0.189160751613
1007524,Where the bugs are,RFC3530,Network File System (NFS) version 4 Protocol,0.0
1007662,"Highly available, fault-tolerant, parallel dataflows",203132,Supporting Fault-Tolerant Parallel Programming in Linda,0.291755936831
1007662,"Highly available, fault-tolerant, parallel dataflows",10593,Highly available distributed services and fault-tolerant distributed garbage collection,0.195017930635
1007662,"Highly available, fault-tolerant, parallel dataflows",793535,"Highly-available, scalable network storage",0.164785014411
1007662,"Highly available, fault-tolerant, parallel dataflows",793622,A scalable and highly available web server,0.161776457765
1007662,"Highly available, fault-tolerant, parallel dataflows",889992,AUTOMATIC REPLICATION FOR HIGHLY AVAILABLE SERVICES,0.159001768726
1009717,Performance and Dependability of Structured Peer-to-Peer Overlays,2158062,Providing administrative control and autonomy in structured peer-to-peer overlays,0.473014339983
1009717,Performance and Dependability of Structured Peer-to-Peer Overlays,1060317,Secure routing for structured peer-to-peer overlay networks,0.325441469013
1009717,Performance and Dependability of Structured Peer-to-Peer Overlays,863999,Graph-theoretic analysis of structured peer-to-peer systems: routing distances and fault resilience,0.249348421364
1009717,Performance and Dependability of Structured Peer-to-Peer Overlays,776346,A reputation system for peer-to-peer networks,0.234522888004
1009717,Performance and Dependability of Structured Peer-to-Peer Overlays,571863,Analysis of the evolution of peer-to-peer systems,0.201429815459
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,502048,Resilient overlay networks,0.231931412663
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,319001,Protocols for large data transfers over local networks,0.145587627505
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,2314945,Tapestry: a resilient global-scale overlay for service deployment,0.139532281773
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,253291,Online aggregation,0.133261640878
1009718,Robust Aggregation Protocols for Large-Scale Overlay Networks,1060317,Secure routing for structured peer-to-peer overlay networks,0.130905396406
1009723,Dynamic Quarantine of Internet Worms,1029630,A hybrid quarantine defense,0.146327092812
1009723,Dynamic Quarantine of Internet Worms,948190,A taxonomy of computer worms,0.144629838741
1009723,Dynamic Quarantine of Internet Worms,862270,Dynamic Programming,0.0945163908559
1009723,Dynamic Quarantine of Internet Worms,38740,Dynamic voting,0.0889191195791
1009723,Dynamic Quarantine of Internet Worms,200993,Routing in the Internet,0.0828966015507
1009747,A Framework for Dynamic Byzantine Storage,676126,Minimal Byzantine Storage,0.296180066275
1009747,A Framework for Dynamic Byzantine Storage,737912,Dynamic Byzantine Quorum Systems,0.288723797925
1009747,A Framework for Dynamic Byzantine Storage,571840,Building secure file systems out of byzantine storage,0.193171673138
1009747,A Framework for Dynamic Byzantine Storage,651327,A Framework for Evaluating Storage System Security,0.113617688547
1009747,A Framework for Dynamic Byzantine Storage,862270,Dynamic Programming,0.103182390889
1009773,High Throughput Byzantine Fault Tolerance,296824,Practical Byzantine fault tolerance,0.467626172786
1009773,High Throughput Byzantine Fault Tolerance,1294267,Zyzzyva: speculative byzantine fault tolerance,0.354273378811
1009773,High Throughput Byzantine Fault Tolerance,571640,Practical byzantine fault tolerance and proactive recovery,0.33049647635
1009773,High Throughput Byzantine Fault Tolerance,889732,Authenticated Byzantine Fault Tolerance Without Public-Key Cryptography,0.300911063847
1009773,High Throughput Byzantine Fault Tolerance,1298473,HQ replication: a hybrid quorum protocol for byzantine fault tolerance,0.266655066776
1011398,Overview of the IBM Java just-in-time compiler,349315,A certifying compiler for Java,0.126755708915
1011398,Overview of the IBM Java just-in-time compiler,191014,R: an overview of the architecture,0.105444200674
1011398,Overview of the IBM Java just-in-time compiler,48765,R*: An overview of the architecture,0.105444200674
1011398,Overview of the IBM Java just-in-time compiler,1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,0.103448882325
1011398,Overview of the IBM Java just-in-time compiler,343463,Marmot: an optimizing compiler for Java,0.101064657521
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,553607,Java Virtual Machine Specification,0.329436622004
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,286945,Dynamic class loading in the Java virtual machine,0.242228033133
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,504292,Multitasking without comprimise: a virtual machine evolution,0.101549580823
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,830563,Using Memory Errors to Attack a Virtual Machine,0.0965094712327
1011399,Building a Java virtual machine for server applications: the Jvm on 0S/390,806527,The PDP-11 virtual machine architecture: A case study,0.0873479274486
1011770,Mechanism design for policy routing,997226,Distributed algorithmic mechanism design,0.239824539696
1011770,Mechanism design for policy routing,301287,Algorithmic mechanism design (extended abstract),0.205486100318
1011770,Mechanism design for policy routing,337028,Privacy preserving auctions and mechanism design,0.187354830127
1011770,Mechanism design for policy routing,806531,Policy/mechanism separation in Hydra,0.165247733686
1011770,Mechanism design for policy routing,1764893,Algorithms for selfish agents mechanism design for distributed computation,0.158280863485
1011781,Specification faithfulness in networks with rational nodes,1016537,Faithfulness in internet algorithms,0.134671394054
1011781,Specification faithfulness in networks with rational nodes,2138964,A taxonomy of rational attacks,0.118016787815
1011781,Specification faithfulness in networks with rational nodes,114904,Algebraic specification,0.0932417814683
1011781,Specification faithfulness in networks with rational nodes,1629577,FAWN: a fast array of wimpy nodes,0.0858831145372
1011781,Specification faithfulness in networks with rational nodes,62795,Computer networks,0.0739067375948
1011786,Choosing a random peer,72991,The ambiguity of choosing,0.223753020452
1011786,Choosing a random peer,586138,A reputation-based approach for choosing reliable resources in peer-to-peer networks,0.173563167264
1011786,Choosing a random peer,776346,A reputation system for peer-to-peer networks,0.147958740542
1011786,Choosing a random peer,571863,Analysis of the evolution of peer-to-peer systems,0.127080567942
1011786,Choosing a random peer,851859,Improving Search in Peer-to-Peer Networks,0.124787335024
1011803,Signed quorum systems,1035782,Byzantine quorum systems,0.314728842018
1011803,Signed quorum systems,258650,Byzantine quorum systems,0.314728842018
1011803,Signed quorum systems,219629,The availability of quorum systems,0.302709403549
1011803,Signed quorum systems,903705,The Availability of Quorum Systems,0.302709403549
1011803,Signed quorum systems,506064,Probabilistic Quorum Systems,0.277168696571
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,360941,Parallelism in tape-sorting,0.0840955355841
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,784841,From Code to Models,0.0657423325738
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,1663243,The future of magnetic data storage technology,0.0568271516293
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,168634,Fbufs: a high-bandwidth cross-domain transfer facility,0.0556728374761
1012122,Adaptive cross-parity (AXP) code for a high-density magnetic tape subsystem,185516,Parity logging disk arrays,0.0529597466754
1012171,Efficient randomized pattern-matching algorithms,211390,Randomized algorithms,0.190686066384
1012171,Efficient randomized pattern-matching algorithms,93433,Time-and space-efficient randomized consensus,0.187534136056
1012171,Efficient randomized pattern-matching algorithms,1313891,A Simple and Efficient Randomized Byzantine Agreement Algorithm,0.168369729978
1012171,Efficient randomized pattern-matching algorithms,954544,Pattern Classification (2nd Edition),0.0957722579336
1012171,Efficient randomized pattern-matching algorithms,867658,Randomized Byzantine Agreement,0.0921206447342
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,1131856,Performance Analysis and Improvement of Overlay Construction for Peer-to-Peer Live Streaming,0.115819715793
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,323644,An architecture for large scale information systems,0.086563963125
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,2289227,An architecture for large scale Internet measurement,0.0835514363444
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,163689,Caching in large-scale distributed file systems,0.0814922485203
1015480,The feasibility of supporting large-scale live streaming applications with dynamic application end-points,301480,A large-scale study of file-system contents,0.0799443947626
1015504,The design and implementation of a next generation name service for the internet,320476,The design and implementation of INGRES,0.189982613037
1015504,The design and implementation of a next generation name service for the internet,21853,Operating systems: design and implementation,0.174432119467
1015504,The design and implementation of a next generation name service for the internet,884235,The design and implementation of a secure auction service,0.16813493754
1015504,The design and implementation of a next generation name service for the internet,38836,The design and implementation of distributed Smalltalk,0.158887358618
1015504,The design and implementation of a next generation name service for the internet,851705,Design and Implementation of a Distributed X-Multiplexor,0.154522767124
1015509,A scalable distributed information management system,4045,Information management for engineering design,0.248236741735
1015509,A scalable distributed information management system,187786,Pegasus: a heterogeneous information management system,0.24045039872
1015509,A scalable distributed information management system,889816,ROBUST CONCURRENCY CONTROL FOR A DISTRIBUTED INFORMATION SYSTEM,0.207012648708
1015509,A scalable distributed information management system,266694,Frangipani: a scalable distributed file system,0.198751302694
1015509,A scalable distributed information management system,236713,"LH*—a scalable, distributed data structure",0.177505585441
1015594,The ethernet: a local area network: data link layer and physical layer specifications,62572,Data link layer: two impossibility results,0.341885693456
1015594,The ethernet: a local area network: data link layer and physical layer specifications,800922,Filing and printing services on a local-area network,0.199212167181
1015594,The ethernet: a local area network: data link layer and physical layer specifications,623898,Myrinet: A Gigabit-per-Second  Local Area Network,0.199066879287
1015594,The ethernet: a local area network: data link layer and physical layer specifications,5165,Statistics of mixed data traffic on a local area network,0.19579935704
1015594,The ethernet: a local area network: data link layer and physical layer specifications,359044,Measured performance of an Ethernet local network,0.153466891628
1015800,Brook for GPUs: stream computing on graphics hardware,357334,Structured Graphics for Distributed Systems,0.0912740514358
1015800,Brook for GPUs: stream computing on graphics hardware,535805,The  Complexity of Computing,0.0685164137348
1015800,Brook for GPUs: stream computing on graphics hardware,822415,The Network Hardware is the Operating System,0.0668360973965
1015800,Brook for GPUs: stream computing on graphics hardware,5532,Principles of interactive computer graphics (2nd ed.),0.0650917954859
1015800,Brook for GPUs: stream computing on graphics hardware,748641,Distributed Computing in a Heterogeneous Computing Environment,0.0617363007163
1016532,Rethinking incentives for mobile ad hoc networks,345955,Mitigating routing misbehavior in mobile ad hoc networks,0.442096849879
1016532,Rethinking incentives for mobile ad hoc networks,288252,Location-aided routing (LAR) in mobile ad hoc networks,0.40719645661
1016532,Rethinking incentives for mobile ad hoc networks,942421,Stimulating cooperation in self-organizing mobile ad hoc networks,0.404672040825
1016532,Rethinking incentives for mobile ad hoc networks,501440,Time synchronization in ad hoc networks,0.3660587162
1016532,Rethinking incentives for mobile ad hoc networks,570648,Ariadne: a secure on-demand routing protocol for ad hoc networks,0.2583058394
1016533,On the benefits and feasibility of incentive based routing infrastructure,930572,Scalability of the internet backbone routing infrastructure,0.166218306129
1016533,On the benefits and feasibility of incentive based routing infrastructure,33935,Analysis of affinity based routing in multi-system data sharing,0.114607685635
1016533,On the benefits and feasibility of incentive based routing infrastructure,200993,Routing in the Internet,0.0771236223717
1016533,On the benefits and feasibility of incentive based routing infrastructure,978003,Exchange-Based Incentive Mechanisms for Peer-to-Peer File Sharing,0.073980332652
1016533,On the benefits and feasibility of incentive based routing infrastructure,988788,Robust incentive techniques for peer-to-peer networks,0.0688387381719
1016537,Faithfulness in internet algorithms,1011781,Specification faithfulness in networks with rational nodes,0.134671394054
1016537,Faithfulness in internet algorithms,380883,"Algorithms, games, and the internet",0.120619214483
1016537,Faithfulness in internet algorithms,525656,Distributed Algorithms,0.117936694019
1016537,Faithfulness in internet algorithms,200993,Routing in the Internet,0.106605191258
1016537,Faithfulness in internet algorithms,525346,The  Internet Report,0.094253839676
1016539,Free-riding and whitewashing in peer-to-peer systems,571863,Analysis of the evolution of peer-to-peer systems,0.353690136027
1016539,Free-riding and whitewashing in peer-to-peer systems,1133397,Self-organization in peer-to-peer systems,0.344465997669
1016539,Free-riding and whitewashing in peer-to-peer systems,948150,PPay: micropayments for peer-to-peer systems,0.332059046841
1016539,Free-riding and whitewashing in peer-to-peer systems,876401,"Building Peer-to-Peer Systems with Chord, a Distributed Lookup Service",0.251598940272
1016539,Free-riding and whitewashing in peer-to-peer systems,776346,A reputation system for peer-to-peer networks,0.232273000951
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,378846,Automatic predicate abstraction of C programs,0.257404363572
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,2153238,Predicate abstraction via symbolic decision procedures,0.182389165306
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,503279,Lazy abstraction,0.101046502952
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,329486,Effective fine-grain synchronization for automatically parallelized programs using optimistic synchronization primitives,0.0838345851468
1017109,Predicate Abstraction of ANSI-C Programs Using SAT,223785,A critique of ANSI SQL isolation levels,0.0793439063443
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,38728,Distributed logging for transaction processing,0.16029168725
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,671797,An Analysis of Three Transaction Processing Architectures,0.146094505397
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,573304,Transaction Processing: Concepts and Techniques,0.143074437552
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,3160,Limitations of concurrency in transaction processing,0.14152337292
101749,A hybrid Distributed Centralized System Structure for Transaction Processing,18159,A measure of transaction processing power,0.137295874713
101775,UNIX network programming,58565,Fault tolerance under UNIX,0.126978172522
101775,UNIX network programming,100511,The C programming language,0.125416246322
101775,UNIX network programming,6645,The C++ programming language,0.125416246322
101775,UNIX network programming,7519,The C programming language,0.125416246322
101775,UNIX network programming,1098666,A programming language,0.125416246322
1018325,Correct Execution of Transactions at Different Isolation Levels,1065193,Allocating isolation levels to transactions,0.2686338851
1018325,Correct Execution of Transactions at Different Isolation Levels,223785,A critique of ANSI SQL isolation levels,0.191400180852
1018325,Correct Execution of Transactions at Different Isolation Levels,42277,Efficient and correct execution of parallel programs that share memory,0.161438020516
1018325,Correct Execution of Transactions at Different Isolation Levels,2283156,Correct and Robust Programs,0.0923672276135
1018325,Correct Execution of Transactions at Different Isolation Levels,726386,Atomic Transactions,0.0872880135288
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,98683,Exponentiation cryptosystems on the IBM PC,0.12826336274
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,801885,IBM System/38 support for capability-based addressing,0.104112929258
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,1011398,Overview of the IBM Java just-in-time compiler,0.103448882325
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,802214,Cryptographic protocols,0.0944282403519
1018504,The IBM PCIXCC: a new cryptographic coprocessor for the IBM eServer,910814,Cryptographic protocols,0.0944282403519
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,42400,The V distributed system,0.0993036163475
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,749772,Antisocial Agents and Vickrey Auctions,0.0772368004153
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,1267274,Probing TCP implementations,0.0755880484274
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,315183,Distributed games: from mechanisms to protocols,0.0649360493991
1018750,Distributed Implementations of Vickrey-Clarke-Groves Mechanisms,32406,The Reliability of Voting Mechanisms,0.0614469517307
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,776346,A reputation system for peer-to-peer networks,0.217456795503
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,501193,Incentives for sharing in peer-to-peer networks,0.211696758342
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,502638,Managing trust in a peer-2-peer information system,0.202789792956
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,851859,Improving Search in Peer-to-Peer Networks,0.183401493512
1021941,SeAl: Managing Accesses and Data in Peer-to-Peer Sharing Networks,571863,Analysis of the evolution of peer-to-peer systems,0.166499415066
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,652250,Adaptive Load Balancing in Disk Arrays,0.14527035316
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,RFC1794,DNS Support for Load Balancing,0.128526676107
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,3156,Optimal static load balancing in distributed computer systems,0.12277183631
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,4357,A distributed load-balancing policy for a multicomputer,0.109108229528
102266,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler,672871,Load Balancing in Quorum Systems (Extended Abstract),0.108737059748
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,1947407,Thread arcs: an email thread visualization,0.0949264883868
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,2490494,Large-scale computation not at the cost of expressiveness,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248178,Measurement and analysis of the error characteristics of an in-building wireless network,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248179,A comparison of mechanisms for improving TCP performance over wireless links,0.0
1024796,HLFSD: Delivering Email to Your $HOME: Delivering Email to Your $HOME,248180,Improving the start-up behavior of a congestion control scheme for TCP,0.0
1024798,Replicated document management in a group communication system,227225,Group communication,0.374037008265
1024798,Replicated document management in a group communication system,503341,The SecureRing group communication system,0.20061637305
1024798,Replicated document management in a group communication system,829838,Group Communication as an Infrastructure for Distributed System Management,0.173282507176
1024798,Replicated document management in a group communication system,847133,An evaluation of the Amoeba group communication system,0.161708524604
1024798,Replicated document management in a group communication system,737913,Experiences with Group Communication Middleware,0.159186608302
1024910,Congestion control in IP/TCP internetworks,RFC2581,TCP Congestion Control,0.310400599162
1024910,Congestion control in IP/TCP internetworks,RFC2914,Congestion Control Principles,0.218658908692
1024910,Congestion control in IP/TCP internetworks,505704,TCP congestion control with a misbehaving receiver,0.185946718009
1024910,Congestion control in IP/TCP internetworks,135754,Congestion control in computer networks,0.184568333231
1024910,Congestion control in IP/TCP internetworks,796568,Optimization problems in congestion control,0.170313690881
102598,Specification case studies,114904,Algebraic specification,0.139775820824
102598,Specification case studies,1965751,The case for RAMCloud,0.122715949967
102598,Specification case studies,211427,Transaction chopping: algorithms and performance studies,0.117660190545
102598,Specification case studies,2290016,On credibility of simulation studies of telecommunication networks,0.113310491844
102598,Specification case studies,560667,The  Java Language Specification,0.0958661564704
1026496,Commercial Fault Tolerance: A Tale of Two Systems,58565,Fault tolerance under UNIX,0.192541332799
1026496,Commercial Fault Tolerance: A Tale of Two Systems,737781,From Crash Fault-Tolerance to Arbitrary-Fault Tolerance: Towards a Modular Approach,0.174493894766
1026496,Commercial Fault Tolerance: A Tale of Two Systems,296824,Practical Byzantine fault tolerance,0.163826498916
1026496,Commercial Fault Tolerance: A Tale of Two Systems,697290,Fault-Tolerance by Replication in Distributed Systems,0.158036632179
1026496,Commercial Fault Tolerance: A Tale of Two Systems,323636,Replication and fault-tolerance in the ISIS system,0.152514233857
102801,Understanding fault-tolerant distributed systems,106729,Fault-tolerant distributed computing,0.463500564422
102801,Understanding fault-tolerant distributed systems,837811,Time vs. Space in Fault-Tolerant Distributed Systems,0.422507469616
102801,Understanding fault-tolerant distributed systems,275424,A Metaobject Architecture for Fault-Tolerant Distributed Systems: The FRIENDS Approach,0.380745072414
102801,Understanding fault-tolerant distributed systems,6309,Low cost management of replicated data in fault-tolerant distributed systems,0.376781333252
102801,Understanding fault-tolerant distributed systems,2994,Using Time Instead of Timeout for Fault-Tolerant Distributed Systems.,0.373597211531
102808,Wait-free synchronization,62593,Impossibility and universality results for wait-free synchronization,0.543132249073
102808,Wait-free synchronization,675816,Wait-Free Synchronization in Quantum-Based Multiprogrammed Systems,0.509416729624
102808,Wait-free synchronization,301341,Wait-free synchronization in multiprogrammed systems: integrating priority-based and quantum-based scheduling,0.380495586775
102808,Wait-free synchronization,179902,Are wait-free algorithms fast?,0.324549913606
102808,Wait-free synchronization,723880,Synchronization,0.315803918797
1028156,On the value of private information,293350,Private information retrieval,0.429272402147
1028156,On the value of private information,796270,Private information retrieval,0.429272402147
1028156,On the value of private information,711408,A Random Server Model for Private Information Retrieval or How to Achieve Information Theoretic PIR Avoiding Database Replication,0.186998906057
1028156,On the value of private information,108874,"The information visualizer, an information workspace",0.110556669296
1028156,On the value of private information,94579,Network security via private-key certificates,0.102191297411
102821,Gigabit Network Testbeds,162259,Gigabit networking,0.212798639833
102821,Gigabit Network Testbeds,86589,How slow is one gigabit per second?,0.140907058968
102821,Gigabit Network Testbeds,623898,Myrinet: A Gigabit-per-Second  Local Area Network,0.12510985111
102821,Gigabit Network Testbeds,2288936,IP switching and gigabit routers,0.11923648124
102821,Gigabit Network Testbeds,1038000,Using Gigabit Ethernet to Backup Six Terabytes,0.100931721867
102910,Uses of randomness in algorithms and protocols,49077,Distributed algorithms and protocols,0.299424950281
